system:index,B11,B12,B2,B3,B4,B8,NDVI,OC,VH,VV,VV_div_VH,VV_minus_VH,.geo
000000000000000008a1_0,3421.0,2727.5,1621.0,1856.5,1952.0,3747.0,0.31496754,13.5,-17.951982709198393,-12.419026061660137,0.6917913337392403,5.532956647538256,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.35230635864043,51.70051496810979]}"
000000000000000008ac_0,3295.0,2403.0,1496.0,1703.0,1609.0,3866.0,0.41223744,56.6,-19.111429170835844,-11.625860207442598,0.6083197705163635,7.485568963393247,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.975737165819377,52.00064210453412]}"
000000000000000008ca_0,3424.0,2492.0,1468.0,1703.5,1805.0,4000.0,0.3781223,42.2,-20.661259454784688,-12.97394755873003,0.627935948780003,7.687311896054657,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.361653411877123,50.99973921496815]}"
000000000000000008d7_0,4317.0,2902.0,1643.0,1979.0,2154.0,4451.0,0.34776685,34,-22.853682649041655,-15.930972265844144,0.6970855643045429,6.922710383197511,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.900188850424926,50.488687649832556]}"
000000000000000008d8_0,3593.0,2388.0,1518.0,1836.0,1742.0,4276.0,0.42107013,24.4,-19.67951202701011,-14.716121305548576,0.747788933249499,4.963390721461533,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.9330671898237,50.381338973380274]}"
000000000000000008e0_0,3294.0,2399.0,1408.0,1727.0,1668.0,3958.0,0.40703875,29,-20.227395178370994,-13.703382937131472,0.6774665158954525,6.524012241239522,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.638235539293822,49.9907514878451]}"
000000000000000008e2_0,4205.5,3052.5,1585.5,1843.5,2124.0,4178.0,0.32592827,21.1,-21.325534821913777,-14.225403280645176,0.6670596259104077,7.100131541268601,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.732828138711607,49.83148018797071]}"
000000000000000008e4_0,3869.5,2498.5,1460.0,1773.5,1793.0,4714.0,0.44890118,52.7,-21.453457611749176,-14.8227973603782,0.6909281304967999,6.630660251370976,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.730043361330837,50.28135648225777]}"
000000000000000008e6_0,3960.5,2699.0,1607.5,1876.0,2039.0,4508.0,0.3771193,31,-21.013158765352486,-14.34726530439638,0.6827752773682387,6.665893460956106,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.789781327724786,50.22907453272202]}"
000000000000000008ea_0,3293.75,2360.75,1491.7916666666665,1790.125,1800.5,3689.6666666666665,0.34410006,27.6,-19.324186802414765,-12.982766358291316,0.6718402430610421,6.3414204441234485,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.63347904256984,49.61992693856057]}"
000000000000000008f6_0,3235.0,2196.75,1458.0,1729.0,1727.5,4241.5,0.42117608,36.7,-18.71160132663081,-12.292567867877324,0.6569490047002146,6.419033458753486,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.779810028071059,49.54482778080818]}"
000000000000000008f8_0,4048.5,2751.5,1487.0,1754.0,1768.5,4580.5,0.44290438,23.8,-20.930346812167254,-14.433021728975923,0.6895739405801772,6.497325083191331,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.119732531581885,49.410080488190246]}"
0000000000000000091b_0,4070.0,3297.0,1482.0,1728.0,1732.0,4072.0,0.40317023,52.4,-22.189734966162643,-14.958015198215687,0.6740961629792027,7.231719767946956,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.401103175695525,52.566940059643066]}"
00000000000000000921_0,5012.0,3580.0,1761.0,2016.0,2344.0,4644.0,0.32913566,17.1,-23.03818956629973,-16.48656800754188,0.7156190793593623,6.5516215587578515,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.493270323846188,52.67365991539647]}"
00000000000000000922_0,3824.0,2664.0,1516.0,1758.0,1788.0,4144.0,0.3971679,74.6,-21.510550339894383,-15.362468957535393,0.7141829806670964,6.14808138235899,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.520309613898185,52.60143536655326]}"
00000000000000000925_0,3458.0,2327.0,1395.0,1661.0,1572.0,4062.0,0.44195953,33.7,-21.86687265676914,-14.072106759529529,0.6435354053782971,7.7947658972396106,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.591725678985688,52.94207652229138]}"
00000000000000000932_0,3618.0,2551.0,1567.0,1810.0,1962.0,4332.0,0.3765491,38.6,-22.44006004918991,-15.520679612753954,0.6916505383110262,6.919380436435956,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.946111058570839,52.882877545067906]}"
00000000000000000934_0,3892.0,2794.0,1576.0,1794.0,1880.0,3820.0,0.34035087,14.2,-23.36834045008254,-16.16379852338754,0.6916964667608841,7.204541926694997,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.985187773430038,52.43282158772402]}"
0000000000000000093b_0,3575.5,2517.5,1420.0,1649.0,1647.0,3901.0,0.40627253,8,-19.00829814301322,-12.110498334241544,0.6371163921738536,6.897799808771676,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.209766594459918,52.80643091438933]}"
00000000000000000978_0,3520.0,2940.0,1749.0,2105.0,2235.0,3288.0,0.19065726,37.8,-19.717789647758522,-11.740956173481672,0.5954499151894725,7.97683347427685,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.717215749895333,50.39777814307966]}"
0000000000000000097b_0,3422.0,2457.0,1411.0,1675.5,1755.0,4624.0,0.449757,53.6,-19.087277379011066,-13.501836810253078,0.7073736364883604,5.5854405687579884,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.83902730242194,50.91835185022692]}"
00000000000000000983_0,3491.5,2603.0,1528.5,1813.0,1916.5,3477.0,0.28932974,40.2,-18.121869644813735,-11.772174736366464,0.6496114897137847,6.349694908447271,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.440629048196783,51.056333077867684]}"
0000000000000000098b_0,3989.0,2852.5,1501.5,1721.5,1770.5,4238.0,0.41066822,25.1,-20.186326085614795,-14.802899624944327,0.7333132122290043,5.383426460670467,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.91718530642219,50.85160702461684]}"
000000000000000026b7_0,3802.0,2629.0,1439.0,1733.0,1679.0,4416.0,0.4490566,32.6,-18.181073391191408,-11.947492027572569,0.6571389802189038,6.233581363618839,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.528484282983673,49.38250220896778]}"
000000000000000006dd_0,2768.0,2032.5,1457.0,1692.5,1731.0,3839.0,0.37845603,10.5,-19.052586116286644,-12.209755817838806,0.6408450665603653,6.842830298447838,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.67096166132688,48.60527982514757]}"
00000000000000000751_0,4314.0,3965.0,1734.0,2008.5,2340.0,3698.5,0.22497308,10.7,-21.826197439871336,-16.012854572647285,0.733652969866183,5.813342867224051,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.525883742941577,53.14186184147956]}"
000000000000000007b5_0,3117.5,2404.0,1747.0,2183.0,2542.0,4395.5,0.26717117,15.8,-20.184560603845703,-13.081551006155236,0.6480968926151827,7.103009597690468,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.16259131919809,50.82852032181497]}"
000000000000000007cb_0,3364.0,2402.0,1600.0,1899.0,2242.0,4884.0,0.370755,16.5,-16.290460412473998,-9.909385521320752,0.6082937664384793,6.381074891153245,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.27586887652556,50.847205279724655]}"
000000000000000007d0_0,4420.5,3099.5,2159.0,2597.0,3140.0,6114.5,0.3214112,16.6,-22.183551633273883,-12.981179921369444,0.5851713979784247,9.202371711904439,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.386631151057498,51.06360943166905]}"
000000000000000007d3_0,2904.5,2044.5,1530.0,1851.0,1867.0,4542.0,0.4173818,14.9,-20.625762385923736,-14.050034595455543,0.6811886189983519,6.575727790468193,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.414478924865204,51.11768801177305]}"
00000000000000000960_0,3478.0,2769.0,1426.0,1690.0,1763.0,4124.0,0.40105316,< LOD,-18.964475098434495,-11.998873226302436,0.6327026276246863,6.9656018721320585,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.861390778714664,54.42627303471365]}"
0000000000000000069e_0,2955.0,2220.0,1452.0,1686.0,1800.0,3547.0,0.32672527,31.5,-18.79527925287496,-13.099659627889409,0.6969654162433188,5.69561962498555,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.854199682159857,48.32554444567275]}"
000000000000000006d7_0,3414.0,2457.0,1599.0,2075.0,1986.0,4290.0,0.36711282,14,-17.98804520696519,-10.814944436542987,0.6012295561918707,7.173100770422202,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.270941865308458,48.75817308650471]}"
000000000000000007b7_0,3664.0,2595.0,1428.0,1704.0,1676.0,4051.0,0.4147023,9.2,-20.069256818550713,-14.122176432015648,0.7036721169944883,5.947080386535065,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.248021102717855,50.81109300530305]}"
000000000000000007c8_0,3983.5,3345.5,1948.5,2350.0,2900.0,3856.5,0.14156738,12.7,-20.32727922430515,-12.431040351684857,0.6115447234483388,7.896238872620295,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.156752269851312,51.15209348715482]}"
000000000000000007c9_0,3772.5,3052.0,1819.5,2233.0,2633.0,5274.5,0.33404994,12.3,-21.865998031395417,-14.15277020773365,0.6472501363721409,7.713227823661768,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.183701728374897,51.24219451015201]}"
000000000000000007cf_0,3166.5,2447.0,1517.5,1867.5,1857.5,4259.0,0.3926265,13.2,-19.3836992869121,-12.296174686063523,0.6343564509570119,7.087524600848578,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.358603714192968,51.027497157247446]}"
000000000000000007d4_0,4012.5,3161.0,1793.0,2111.0,2353.0,4024.0,0.26203543,21.4,-20.1729937041753,-15.02732910160102,0.7449231047194915,5.14566460257428,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.47277958680456,51.010069840735525]}"
0000000000000000080a_0,3471.0,3009.0,1500.0,1718.0,1814.0,2860.0,0.22379118,15.7,-21.181130307315005,-8.963805124748918,0.42319767617185305,12.217325182566087,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.426341260897432,52.430575799513726]}"
0000000000000000080e_0,3217.0,2485.0,1528.0,1677.0,1755.0,3004.0,0.2624501,36.2,-18.084899836361096,-11.087624029627928,0.6130873894770155,6.9972758067331675,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.597739817107437,52.052385064899404]}"
00000000000000000813_0,3184.0,2602.0,1571.0,1785.0,1855.0,3559.0,0.31473956,15.8,-18.829435855414772,-11.922956140347665,0.6332083569523931,6.906479715067107,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.715419119327095,52.12362146693008]}"
000000000000000008f3_0,4319.0,3960.5,1968.0,2486.0,3039.0,3910.0,0.12534177,9,-20.11293539654541,-9.6897014034124,0.4817646560470084,10.42323399313301,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.364977178428367,49.27308740736202]}"
0000000000000000097e_0,4180.5,3394.5,1955.0,2302.0,2703.0,4015.5,0.1953561,31.6,-20.03234962985104,-12.661643339776507,0.6320598219246765,7.3707062900745335,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.094148843111885,50.88026328218025]}"
000000000000000008fd_0,2479.0,1713.0,1236.0,1407.0,1290.0,3322.0,0.44058976,41.4,-15.850517082557495,-9.629024139357053,0.6074895909833247,6.221492943200442,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.948006669231193,50.99803241592832]}"
00000000000000000929_0,4500.5,3315.5,2664.0,2861.0,2758.0,5157.0,0.3030954,58,-20.034260085958245,-13.965216942059044,0.6970667687321822,6.069043143899201,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.683802995607937,51.466593668125064]}"
00000000000000000717_0,3167.0,2270.0,1575.5,1826.0,1986.5,4256.0,0.36355627,20.1,-20.782524095654196,-13.031298146172519,0.6270315427613278,7.751225949481677,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.985987108622043,50.25611382277401]}"
00000000000000000830_0,3791.0,2916.0,1754.0,2214.0,2324.0,4792.0,0.34682405,13.2,-15.638458542125326,-9.992129324259633,0.6389459227930827,5.646329217865693,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.544824472590946,52.37658705093814]}"
000000000000000008dc_0,3715.0,2450.0,1459.0,1835.0,1740.0,4340.0,0.4276316,41.2,-19.71830738434426,-14.103214140809639,0.7152345211946115,5.615093243534622,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.035834458326974,50.616967072404826]}"
00000000000000000760_0,4453.0,3873.0,1968.0,2318.0,2740.0,4115.0,0.20058352,8.3,-23.459060714575003,-14.905961758813579,0.6354031791883541,8.553098955761424,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.78873079507495,52.110955221424]}"
0000000000000000082a_0,3042.0,2407.0,1493.0,1670.0,1684.0,3618.0,0.364768,20.9,-20.363686588721205,-13.321436873947661,0.6541760901646355,7.0422497147735434,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.282516409628045,52.24947543823523]}"
00000000000000000854_0,2732.0,1868.0,1276.0,1368.0,1335.0,3054.0,0.39166096,7.8,-19.707506976662852,-13.520295988932105,0.6860480123103602,6.187210987730747,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.816569420318952,52.859970505322856]}"
0000000000000000087b_0,3947.0,2896.0,1558.0,1771.0,1786.0,3590.0,0.33556548,32,-21.713605648441085,-14.303301999170253,0.6587253278313614,7.410303649270832,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.052273628026361,52.918810156432684]}"
0000000000000000090a_0,4593.0,4181.0,1964.0,2312.0,2698.0,3919.0,0.18452471,8.9,-20.86788210732627,-13.683499073275435,0.6557205471498926,7.1843830340508354,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.99551382491556,52.89455564376146]}"
00000000000000000763_0,3209.5,2274.0,1305.0,1508.0,1453.0,3513.0,0.4148208,22,-18.45685626974724,-12.998170059547249,0.7042461549019395,5.458686210199993,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.845414489502891,52.54124824251725]}"
0000000000000000076a_0,2334.5,1620.5,1224.0,1352.5,1232.0,3218.0,0.44629213,22.4,-15.101584311322936,-9.196609759335344,0.60898310864244,5.904974551987593,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.054093130003857,52.57206045676255]}"
0000000000000000078e_0,2672.0,1809.0,1297.0,1505.0,1336.0,3424.0,0.43865547,13.2,-14.088391934494114,-8.357408200344667,0.5932123580323125,5.730983734149447,"{""geodesic"":false,""type"":""Point"",""coordinates"":[14.482863589395956,52.09487537783826]}"
00000000000000000696_0,1706.0,1291.0,1125.0,1224.0,1147.0,2759.0,0.41269842,120.5,-15.484556500061332,-8.842868521260545,0.571076641505717,6.641687978800787,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.088924891618436,47.88294450518706]}"
000000000000000007bd_0,3314.5,2310.5,1312.5,1452.5,1515.0,3052.5,0.3366174,26.7,-16.75838340404529,-10.74009650277149,0.6408790301443364,6.0182869012738,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.672919657824538,51.075646856476254]}"
000000000000000007c0_0,3218.5,2252.5,1401.0,1654.0,1654.0,3797.5,0.39319453,55.6,-17.150727197815275,-11.842859863024625,0.6905164851863083,5.30786733479065,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.78709553043613,51.07690449787402]}"
000000000000000007c2_0,1891.5,1412.0,1134.0,1256.0,1162.5,2846.5,0.42005488,33.7,-14.732001293683247,-8.222813766585912,0.5581599948753514,6.509187527097335,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.874411776052547,51.00584775890017]}"
000000000000000007d9_0,3251.0,2248.0,1362.0,1446.0,1443.0,3010.0,0.3518976,259.8,-16.470254403477497,-9.717974759995734,0.5900318551208231,6.752279643481764,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.611838792786262,51.42410335518621]}"
000000000000000007e4_0,1894.5,1452.0,1209.5,1297.0,1255.5,2735.5,0.37083438,78.5,-15.484448742533566,-8.70611192705751,0.5622487485229659,6.778336815476056,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.871272246839979,51.190990538957195]}"
000000000000000007ec_0,3454.0,2460.5,1421.0,1664.5,1695.0,4043.0,0.4092018,35.5,-17.76194247654321,-11.124276168915666,0.62629840084251,6.637666307627546,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.100162981233634,51.22701298185039]}"
00000000000000000807_0,1926.0,1456.0,1218.0,1324.0,1279.0,2568.0,0.3350663,108.1,-16.461185486619307,-9.917727946942376,0.6024917193846174,6.543457539676931,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.304529708370826,51.81981123784086]}"
0000000000000000084e_0,1956.0,1471.0,1202.0,1328.0,1249.0,2988.0,0.41043192,35.6,-14.477880089004433,-9.630169172600075,0.6651643136562468,4.847710916404358,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.400379949186378,52.80813771342916]}"
00000000000000000867_0,1981.0,1498.0,1253.0,1389.0,1261.0,3114.0,0.42354286,17.6,-14.457277656266957,-9.09982537233645,0.6294286925029656,5.357452283930506,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.643989331394038,52.767713525643785]}"
0000000000000000088a_0,2002.0,1479.0,1164.0,1297.0,1206.0,3004.0,0.4270784,168.2,-14.539834720433664,-8.944665910201019,0.6151834654372355,5.595168810232645,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.2503429996110125,50.66260148883809]}"
0000000000000000088c_0,2901.0,2293.0,1374.0,1599.0,1536.0,2865.0,0.30197683,269.4,-18.45058627989043,-11.806046423828656,0.6398737820432429,6.644539856061774,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.97116033215222,51.77983620769754]}"
00000000000000000896_0,3782.0,2570.0,1462.0,1720.0,1672.0,4108.0,0.4214533,229.2,-16.593829760810227,-10.794967941217257,0.6505410804389361,5.79886181959297,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.704895107657341,51.02453271680985]}"
000000000000000008b6_0,1744.0,1356.0,1210.0,1278.0,1216.0,2526.0,0.35008016,271.6,-15.835853738777597,-8.755043108561436,0.5528620845444393,7.0808106302161615,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.972417973549987,51.72584745912196]}"
000000000000000008cc_0,3093.0,2163.0,1278.0,1440.0,1381.0,3634.0,0.44925225,60.1,-16.025359707437755,-10.07475998652158,0.6286760590993562,5.950599720916175,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.518768755069628,51.43335600261265]}"
000000000000000008ce_0,3874.0,2641.0,1505.0,1761.0,1759.0,4167.0,0.40634492,34.5,-16.32391620080409,-9.35219265977977,0.5729135426043842,6.971723541024318,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.721069357053345,51.39975901098657]}"
000000000000000008fc_0,2120.0,1519.0,1226.0,1279.0,1330.0,2227.0,0.2521788,89.4,-16.494510869202973,-10.583892976090029,0.6416615236436806,5.910617893112944,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.868595598115027,51.07268241603866]}"
00000000000000000908_0,3748.0,2793.5,1547.5,1689.0,1883.0,3318.0,0.27590847,196.8,-17.71389294786993,-11.605415981009902,0.6551589769207359,6.108476966860028,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.795369179613731,51.691711478325416]}"
00000000000000000988_0,1878.0,1402.5,1169.5,1212.5,1138.5,2656.5,0.4,20.9,-14.171154827300281,-8.13417024158742,0.5739948748507918,6.036984585712862,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.66044679822083,50.81962700050219]}"
0000000000000000246b_0,3922.5,2771.5,1508.0,1693.0,1878.5,3427.0,0.29186693,103.1,-15.39791906186183,-6.8475164901894985,0.4447040189443323,8.55040257167233,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.77568235204596,50.73814980423255]}"
0000000000000000073f_0,2050.0,1492.0,1278.0,1412.0,1303.0,3197.0,0.4208889,31,-15.166762191904795,-9.953400790114522,0.6562640505715264,5.213361401790273,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.722709195974016,52.445128507116465]}"
00000000000000000740_0,2637.0,1910.0,1345.0,1498.0,1502.0,3486.0,0.3977546,3.1,-16.427389621598987,-11.104835882056308,0.6759951603908815,5.322553739542679,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.359605583851055,52.28208428304877]}"
00000000000000000748_0,2394.5,1708.5,1248.5,1386.5,1338.0,3083.5,0.39477554,21.8,-14.615487070493097,-10.043157244111292,0.6871585733456131,4.5723298263818055,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.29492688339445,52.73294872414836]}"
00000000000000000750_0,2299.0,1660.0,1333.0,1461.0,1364.0,3320.0,0.4175918,7.8,-15.517696835740646,-10.883139176417405,0.7013372726390142,4.6345576593232405,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.442520084575285,52.19054595559699]}"
00000000000000000752_0,2402.0,1729.0,1337.0,1474.0,1418.0,3155.0,0.37983817,18.5,-14.885010670808775,-10.171365378756688,0.6833293978555158,4.713645292052087,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.520314188180036,52.53055829063623]}"
00000000000000000753_0,2016.5,1495.5,1230.0,1373.5,1267.0,3206.0,0.43348983,24.2,-15.337667797268173,-9.809318963247524,0.6395574016145195,5.528348834020649,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.529566835606468,52.69225504177774]}"
00000000000000000755_0,2316.0,1695.5,1258.5,1427.5,1358.0,3079.0,0.3878747,10,-14.26115511412937,-9.859172253512991,0.6913305531432672,4.4019828606163784,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.547712804345682,52.493996858572565]}"
00000000000000000756_0,2123.0,1555.0,1301.0,1420.0,1334.0,3116.0,0.40044942,13.1,-15.621614045961218,-10.868590375593007,0.6957405517519459,4.753023670368211,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.552294212294692,52.06235636455313]}"
00000000000000000765_0,2149.5,1579.0,1310.0,1452.0,1353.0,3233.0,0.4099433,10.3,-14.695897515255027,-10.235612895014526,0.6964945750601134,4.4602846202405,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.890240422180456,52.32430510140239]}"
00000000000000000766_0,2276.0,1679.0,1287.0,1446.0,1362.0,3344.0,0.42116448,9.3,-14.822494939588893,-9.14686120806303,0.6170932252189874,5.675633731525863,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.970998966222801,52.21444114215457]}"
00000000000000000767_0,2202.5,1623.0,1272.5,1438.0,1339.0,3223.5,0.41304109,6.2,-15.550658930168346,-10.709423313555014,0.6886797120074883,4.841235616613332,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.0123214692923,52.824936209242196]}"
00000000000000000768_0,2321.0,1673.0,1342.0,1510.0,1428.0,3330.0,0.3997478,11.4,-15.642083012570668,-10.629516802119905,0.6795461188626577,5.012566210450762,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.996600951820207,52.1598235728801]}"
0000000000000000076b_0,2372.0,1711.0,1308.0,1458.0,1354.0,3048.0,0.38482508,17.1,-14.99053550715513,-10.532897266860916,0.7026364909934979,4.457638240294214,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.176892829342995,52.22710738766065]}"
0000000000000000076e_0,2203.5,1591.0,1253.5,1408.5,1287.0,3278.5,0.43620634,34.8,-15.313266434802205,-10.2572091968201,0.6698250331169522,5.056057237982106,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.307418040125562,52.799154560587965]}"
00000000000000000773_0,2254.0,1638.5,1239.0,1397.0,1319.5,3007.0,0.39003813,17.3,-15.662137332239826,-10.742342872125636,0.6858797521850988,4.91979446011419,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.535679953820331,52.684709193391136]}"
00000000000000000778_0,2347.0,1708.5,1298.0,1430.5,1393.0,2968.0,0.3611557,8.8,-15.27187176271681,-10.848181119466435,0.7103373632268232,4.423690643250374,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.784782782106674,52.1372758592487]}"
00000000000000000784_0,2869.5,2089.0,1336.5,1479.0,1437.5,3325.5,0.39638883,6.3,-14.54000646175912,-9.773564806785553,0.6721843509829568,4.766441654973567,"{""geodesic"":false,""type"":""Point"",""coordinates"":[14.08230480420706,52.82924812260597]}"
00000000000000000787_0,2316.0,1646.5,1262.0,1411.5,1300.0,3046.0,0.40174875,10.8,-15.204346217333978,-10.299877329962932,0.6774298074204848,4.904468887371046,"{""geodesic"":false,""type"":""Point"",""coordinates"":[14.032717800523663,51.96704511290805]}"
0000000000000000078a_0,2977.0,2315.5,1581.0,1820.5,1910.0,3588.0,0.3052019,25.4,-16.7251237355754,-11.181007819181206,0.6685157010467128,5.544115916394196,"{""geodesic"":false,""type"":""Point"",""coordinates"":[14.232233625126609,53.14806021693999]}"
0000000000000000078f_0,2272.0,1658.0,1276.0,1400.0,1323.0,3110.0,0.403113,15.3,-15.458606994819986,-10.327238751965002,0.6680575264915881,5.131368242854984,"{""geodesic"":false,""type"":""Point"",""coordinates"":[14.524725081635925,52.219292044688814]}"
00000000000000000815_0,2078.0,1504.0,1253.0,1396.0,1279.0,3268.0,0.43743128,71.5,-15.778977811940713,-10.669151973825073,0.6761624295935832,5.10982583811564,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.782702934107647,52.62649836298019]}"
00000000000000000817_0,2278.0,1694.0,1291.0,1436.0,1356.0,3332.0,0.4215017,27.5,-14.896922128971736,-10.316917717815702,0.6925536448734749,4.580004411156034,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.8417222482743,52.62613903686655]}"
0000000000000000082b_0,2116.0,1563.0,1227.0,1352.0,1259.5,3214.0,0.43690622,26.8,-14.071510973137729,-9.780398415274716,0.6950496243044068,4.291112557863013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.278473990849507,52.501093549317105]}"
00000000000000000837_0,3445.0,2730.0,1525.0,1784.0,1884.0,3636.0,0.3173913,18,-15.05678451138228,-9.597058291466418,0.6373909571603058,5.459726219915861,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.014733197713868,52.503249505998994]}"
00000000000000000843_0,3140.0,2215.0,1424.0,1628.0,1777.0,4067.0,0.39185488,26.1,-16.594684911689953,-10.281999670367028,0.6195959564814624,6.312685241322924,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.330216951214792,52.96875648622973]}"
00000000000000000849_0,2124.0,1576.0,1241.0,1402.0,1304.0,3180.0,0.41837645,22.5,-14.67500002813872,-9.667875069347593,0.6587989813158318,5.0071249587911275,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.133310815217644,52.77283392276326]}"
00000000000000000850_0,2260.0,1682.0,1276.0,1409.0,1329.0,2946.0,0.37824562,37.7,-14.898781285615154,-9.833339397230347,0.6600096483545593,5.065441888384807,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.638164004892815,52.84308217798141]}"
00000000000000000853_0,3020.0,2176.0,1364.0,1524.0,1568.0,3116.0,0.33048677,28.8,-16.578418875700216,-10.880248879199934,0.6562899007906983,5.698169996500281,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.757190780038652,52.8603298314365]}"
000000000000000008fe_0,2525.0,1871.0,1277.0,1479.0,1423.0,3244.0,0.39018643,55.8,-15.918064671935053,-11.307505221582,0.7103567836056179,4.610559450353053,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.975764611510485,51.3210665920977]}"
